task_id,task_number,group_id,group_pos,neighbor_rank,neighbor_task_id,neighbor_task_number,neighbor_group_id,neighbor_group_pos,similarity
"task_0659","4.95","4_024","3","10","task_0662","4.98","4_025","2","0.055723"
"task_0660","4.96","4_024","4","1","task_0658","4.94","4_024","2","0.449155"
"task_0660","4.96","4_024","4","2","task_0659","4.95","4_024","3","0.080264"
"task_0660","4.96","4_024","4","3","task_0676","4.112","4_028","4","0.062109"
"task_0660","4.96","4_024","4","4","task_0645","4.81","4_021","1","0.054081"
"task_0660","4.96","4_024","4","5","task_0635","4.71","4_018","3","0.045063"
"task_0660","4.96","4_024","4","6","task_0101","1.101","1_026","1","0.044281"
"task_0660","4.96","4_024","4","7","task_0695","4.131","4_033","3","0.042814"
"task_0660","4.96","4_024","4","8","task_0670","4.106","4_027","2","0.042467"
"task_0660","4.96","4_024","4","9","task_0602","4.38","4_010","2","0.03978"
"task_0660","4.96","4_024","4","10","task_0693","4.129","4_033","1","0.039752"
"task_0661","4.97","4_025","1","1","task_0663","4.99","4_025","3","0.636605"
"task_0661","4.97","4_025","1","2","task_0664","4.100","4_025","4","0.379837"
"task_0661","4.97","4_025","1","3","task_0662","4.98","4_025","2","0.221405"
"task_0661","4.97","4_025","1","4","task_0665","4.101","4_026","1","0.111652"
"task_0661","4.97","4_025","1","5","task_0647","4.83","4_021","3","0.108797"
"task_0661","4.97","4_025","1","6","task_0593","4.29","4_008","1","0.10667"
"task_0661","4.97","4_025","1","7","task_0714","4.150","4_038","2","0.095746"
"task_0661","4.97","4_025","1","8","task_0644","4.80","4_020","4","0.094288"
"task_0661","4.97","4_025","1","9","task_0595","4.31","4_008","3","0.088076"
"task_0661","4.97","4_025","1","10","task_0702","4.138","4_035","2","0.088033"
"task_0662","4.98","4_025","2","1","task_0664","4.100","4_025","4","0.350271"
"task_0662","4.98","4_025","2","2","task_0663","4.99","4_025","3","0.243975"
"task_0662","4.98","4_025","2","3","task_0661","4.97","4_025","1","0.221405"
"task_0662","4.98","4_025","2","4","task_0593","4.29","4_008","1","0.154151"
"task_0662","4.98","4_025","2","5","task_0702","4.138","4_035","2","0.140499"
"task_0662","4.98","4_025","2","6","task_0666","4.102","4_026","2","0.131642"
"task_0662","4.98","4_025","2","7","task_0595","4.31","4_008","3","0.126414"
"task_0662","4.98","4_025","2","8","task_0665","4.101","4_026","1","0.125551"
"task_0662","4.98","4_025","2","9","task_0703","4.139","4_035","3","0.117425"
"task_0662","4.98","4_025","2","10","task_0638","4.74","4_019","2","0.113638"
"task_0663","4.99","4_025","3","1","task_0661","4.97","4_025","1","0.636605"
"task_0663","4.99","4_025","3","2","task_0664","4.100","4_025","4","0.444238"
"task_0663","4.99","4_025","3","3","task_0662","4.98","4_025","2","0.243975"
"task_0663","4.99","4_025","3","4","task_0647","4.83","4_021","3","0.119107"
"task_0663","4.99","4_025","3","5","task_0665","4.101","4_026","1","0.107887"
"task_0663","4.99","4_025","3","6","task_0593","4.29","4_008","1","0.107043"
"task_0663","4.99","4_025","3","7","task_0633","4.69","4_018","1","0.104051"
"task_0663","4.99","4_025","3","8","task_0666","4.102","4_026","2","0.103068"
"task_0663","4.99","4_025","3","9","task_0714","4.150","4_038","2","0.090785"
"task_0663","4.99","4_025","3","10","task_0591","4.27","4_007","3","0.088451"
"task_0664","4.100","4_025","4","1","task_0663","4.99","4_025","3","0.444238"
"task_0664","4.100","4_025","4","2","task_0661","4.97","4_025","1","0.379837"
"task_0664","4.100","4_025","4","3","task_0662","4.98","4_025","2","0.350271"
"task_0664","4.100","4_025","4","4","task_0647","4.83","4_021","3","0.118476"
"task_0664","4.100","4_025","4","5","task_0665","4.101","4_026","1","0.112682"
"task_0664","4.100","4_025","4","6","task_0593","4.29","4_008","1","0.111078"
"task_0664","4.100","4_025","4","7","task_0651","4.87","4_022","3","0.095445"
"task_0664","4.100","4_025","4","8","task_0672","4.108","4_027","4","0.09502"
"task_0664","4.100","4_025","4","9","task_0616","4.52","4_013","4","0.093751"
"task_0664","4.100","4_025","4","10","task_0613","4.49","4_013","1","0.09234"
"task_0665","4.101","4_026","1","1","task_0668","4.104","4_026","4","0.550921"
"task_0665","4.101","4_026","1","2","task_0666","4.102","4_026","2","0.464397"
"task_0665","4.101","4_026","1","3","task_0667","4.103","4_026","3","0.3972"
"task_0665","4.101","4_026","1","4","task_0695","4.131","4_033","3","0.312184"
"task_0665","4.101","4_026","1","5","task_0693","4.129","4_033","1","0.301722"
"task_0665","4.101","4_026","1","6","task_0674","4.110","4_028","2","0.284933"
"task_0665","4.101","4_026","1","7","task_0624","4.60","4_015","4","0.277094"
"task_0665","4.101","4_026","1","8","task_0696","4.132","4_033","4","0.272035"
"task_0665","4.101","4_026","1","9","task_0694","4.130","4_033","2","0.271705"
"task_0665","4.101","4_026","1","10","task_0618","4.54","4_014","2","0.252107"
"task_0666","4.102","4_026","2","1","task_0668","4.104","4_026","4","0.477029"
"task_0666","4.102","4_026","2","2","task_0665","4.101","4_026","1","0.464397"
"task_0666","4.102","4_026","2","3","task_0667","4.103","4_026","3","0.304019"
"task_0666","4.102","4_026","2","4","task_0674","4.110","4_028","2","0.28842"
"task_0666","4.102","4_026","2","5","task_0676","4.112","4_028","4","0.281813"
"task_0666","4.102","4_026","2","6","task_0618","4.54","4_014","2","0.243574"
"task_0666","4.102","4_026","2","7","task_0675","4.111","4_028","3","0.243419"
"task_0666","4.102","4_026","2","8","task_0673","4.109","4_028","1","0.242173"
"task_0666","4.102","4_026","2","9","task_0696","4.132","4_033","4","0.22642"
"task_0666","4.102","4_026","2","10","task_0695","4.131","4_033","3","0.218704"
"task_0667","4.103","4_026","3","1","task_0668","4.104","4_026","4","0.441582"
"task_0667","4.103","4_026","3","2","task_0665","4.101","4_026","1","0.3972"
"task_0667","4.103","4_026","3","3","task_0666","4.102","4_026","2","0.304019"
"task_0667","4.103","4_026","3","4","task_0617","4.53","4_014","1","0.290517"
"task_0667","4.103","4_026","3","5","task_0620","4.56","4_014","4","0.28133"
"task_0667","4.103","4_026","3","6","task_0624","4.60","4_015","4","0.264242"
"task_0667","4.103","4_026","3","7","task_0618","4.54","4_014","2","0.261306"
"task_0667","4.103","4_026","3","8","task_0619","4.55","4_014","3","0.258458"
"task_0667","4.103","4_026","3","9","task_0622","4.58","4_015","2","0.253819"
"task_0667","4.103","4_026","3","10","task_0675","4.111","4_028","3","0.252694"
"task_0668","4.104","4_026","4","1","task_0665","4.101","4_026","1","0.550921"
"task_0668","4.104","4_026","4","2","task_0666","4.102","4_026","2","0.477029"
"task_0668","4.104","4_026","4","3","task_0667","4.103","4_026","3","0.441582"
"task_0668","4.104","4_026","4","4","task_0695","4.131","4_033","3","0.291412"
"task_0668","4.104","4_026","4","5","task_0693","4.129","4_033","1","0.257091"
"task_0668","4.104","4_026","4","6","task_0696","4.132","4_033","4","0.2448"
"task_0668","4.104","4_026","4","7","task_0694","4.130","4_033","2","0.228491"
"task_0668","4.104","4_026","4","8","task_0585","4.21","4_006","1","0.224905"
"task_0668","4.104","4_026","4","9","task_0622","4.58","4_015","2","0.224646"
"task_0668","4.104","4_026","4","10","task_0624","4.60","4_015","4","0.216749"
"task_0669","4.105","4_027","1","1","task_0671","4.107","4_027","3","0.745451"
"task_0669","4.105","4_027","1","2","task_0670","4.106","4_027","2","0.388872"
"task_0669","4.105","4_027","1","3","task_0672","4.108","4_027","4","0.378805"
"task_0669","4.105","4_027","1","4","task_0674","4.110","4_028","2","0.134893"
"task_0669","4.105","4_027","1","5","task_0675","4.111","4_028","3","0.126279"
"task_0669","4.105","4_027","1","6","task_0673","4.109","4_028","1","0.125633"
"task_0669","4.105","4_027","1","7","task_0688","4.124","4_031","4","0.121492"
"task_0669","4.105","4_027","1","8","task_0626","4.62","4_016","2","0.116933"
"task_0669","4.105","4_027","1","9","task_0666","4.102","4_026","2","0.116911"
"task_0669","4.105","4_027","1","10","task_0686","4.122","4_031","2","0.11474"
"task_0670","4.106","4_027","2","1","task_0672","4.108","4_027","4","0.889647"
"task_0670","4.106","4_027","2","2","task_0669","4.105","4_027","1","0.388872"
"task_0670","4.106","4_027","2","3","task_0671","4.107","4_027","3","0.268271"
"task_0670","4.106","4_027","2","4","task_0674","4.110","4_028","2","0.121608"
"task_0670","4.106","4_027","2","5","task_0675","4.111","4_028","3","0.112995"
"task_0670","4.106","4_027","2","6","task_0673","4.109","4_028","1","0.112417"
"task_0670","4.106","4_027","2","7","task_0697","4.133","4_034","1","0.10812"
"task_0670","4.106","4_027","2","8","task_0617","4.53","4_014","1","0.10333"
"task_0670","4.106","4_027","2","9","task_0626","4.62","4_016","2","0.103139"
"task_0670","4.106","4_027","2","10","task_0655","4.91","4_023","3","0.102591"
"task_0671","4.107","4_027","3","1","task_0669","4.105","4_027","1","0.745451"
"task_0671","4.107","4_027","3","2","task_0670","4.106","4_027","2","0.268271"
"task_0671","4.107","4_027","3","3","task_0672","4.108","4_027","4","0.264374"
"task_0671","4.107","4_027","3","4","task_0666","4.102","4_026","2","0.108048"
"task_0671","4.107","4_027","3","5","task_0674","4.110","4_028","2","0.105895"
"task_0671","4.107","4_027","3","6","task_0124","1.124","1_031","4","0.10265"
"task_0671","4.107","4_027","3","7","task_0688","4.124","4_031","4","0.097339"
"task_0671","4.107","4_027","3","8","task_0626","4.62","4_016","2","0.097242"
"task_0671","4.107","4_027","3","9","task_0675","4.111","4_028","3","0.095633"
"task_0671","4.107","4_027","3","10","task_0673","4.109","4_028","1","0.095143"
"task_0672","4.108","4_027","4","1","task_0670","4.106","4_027","2","0.889647"
"task_0672","4.108","4_027","4","2","task_0669","4.105","4_027","1","0.378805"
"task_0672","4.108","4_027","4","3","task_0671","4.107","4_027","3","0.264374"
"task_0672","4.108","4_027","4","4","task_0674","4.110","4_028","2","0.119841"
"task_0672","4.108","4_027","4","5","task_0697","4.133","4_034","1","0.116466"
"task_0672","4.108","4_027","4","6","task_0675","4.111","4_028","3","0.111353"
"task_0672","4.108","4_027","4","7","task_0673","4.109","4_028","1","0.110783"
"task_0672","4.108","4_027","4","8","task_0626","4.62","4_016","2","0.105542"
"task_0672","4.108","4_027","4","9","task_0655","4.91","4_023","3","0.101101"
"task_0672","4.108","4_027","4","10","task_0617","4.53","4_014","1","0.100621"
"task_0673","4.109","4_028","1","1","task_0674","4.110","4_028","2","0.941048"
"task_0673","4.109","4_028","1","2","task_0675","4.111","4_028","3","0.892549"
"task_0673","4.109","4_028","1","3","task_0676","4.112","4_028","4","0.743192"
"task_0673","4.109","4_028","1","4","task_0645","4.81","4_021","1","0.268713"
"task_0673","4.109","4_028","1","5","task_0667","4.103","4_026","3","0.2514"
"task_0673","4.109","4_028","1","6","task_0624","4.60","4_015","4","0.247474"
"task_0673","4.109","4_028","1","7","task_0666","4.102","4_026","2","0.242173"
"task_0673","4.109","4_028","1","8","task_0628","4.64","4_016","4","0.241358"
"task_0673","4.109","4_028","1","9","task_0622","4.58","4_015","2","0.240897"
"task_0673","4.109","4_028","1","10","task_0621","4.57","4_015","1","0.233165"
"task_0674","4.110","4_028","2","1","task_0673","4.109","4_028","1","0.941048"
"task_0674","4.110","4_028","2","2","task_0675","4.111","4_028","3","0.851869"
"task_0674","4.110","4_028","2","3","task_0676","4.112","4_028","4","0.776315"
"task_0674","4.110","4_028","2","4","task_0666","4.102","4_026","2","0.28842"
"task_0674","4.110","4_028","2","5","task_0665","4.101","4_026","1","0.284933"
"task_0674","4.110","4_028","2","6","task_0645","4.81","4_021","1","0.253909"
"task_0674","4.110","4_028","2","7","task_0618","4.54","4_014","2","0.248342"
"task_0674","4.110","4_028","2","8","task_0621","4.57","4_015","1","0.247918"
"task_0674","4.110","4_028","2","9","task_0628","4.64","4_016","4","0.240467"
"task_0674","4.110","4_028","2","10","task_0623","4.59","4_015","3","0.237248"
"task_0675","4.111","4_028","3","1","task_0673","4.109","4_028","1","0.892549"
"task_0675","4.111","4_028","3","2","task_0674","4.110","4_028","2","0.851869"
"task_0675","4.111","4_028","3","3","task_0676","4.112","4_028","4","0.698788"
"task_0675","4.111","4_028","3","4","task_0645","4.81","4_021","1","0.270096"
"task_0675","4.111","4_028","3","5","task_0667","4.103","4_026","3","0.252694"
"task_0675","4.111","4_028","3","6","task_0623","4.59","4_015","3","0.246469"
"task_0675","4.111","4_028","3","7","task_0666","4.102","4_026","2","0.243419"
"task_0675","4.111","4_028","3","8","task_0621","4.57","4_015","1","0.243013"
"task_0675","4.111","4_028","3","9","task_0628","4.64","4_016","4","0.242599"
"task_0675","4.111","4_028","3","10","task_0622","4.58","4_015","2","0.242136"
"task_0676","4.112","4_028","4","1","task_0674","4.110","4_028","2","0.776315"
"task_0676","4.112","4_028","4","2","task_0673","4.109","4_028","1","0.743192"
"task_0676","4.112","4_028","4","3","task_0675","4.111","4_028","3","0.698788"
"task_0676","4.112","4_028","4","4","task_0666","4.102","4_026","2","0.281813"
"task_0676","4.112","4_028","4","5","task_0645","4.81","4_021","1","0.263752"
"task_0676","4.112","4_028","4","6","task_0628","4.64","4_016","4","0.237675"
"task_0676","4.112","4_028","4","7","task_0665","4.101","4_026","1","0.230705"
"task_0676","4.112","4_028","4","8","task_0619","4.55","4_014","3","0.229518"
"task_0676","4.112","4_028","4","9","task_0621","4.57","4_015","1","0.227368"
"task_0676","4.112","4_028","4","10","task_0622","4.58","4_015","2","0.222811"
"task_0677","4.113","4_029","1","1","task_0681","4.117","4_030","1","0.5463"
"task_0677","4.113","4_029","1","2","task_0679","4.115","4_029","3","0.51347"
"task_0677","4.113","4_029","1","3","task_0683","4.119","4_030","3","0.430475"
"task_0677","4.113","4_029","1","4","task_0645","4.81","4_021","1","0.272099"
"task_0677","4.113","4_029","1","5","task_0609","4.45","4_012","1","0.233033"
"task_0677","4.113","4_029","1","6","task_0621","4.57","4_015","1","0.223983"
"task_0677","4.113","4_029","1","7","task_0623","4.59","4_015","3","0.214343"
"task_0677","4.113","4_029","1","8","task_0570","4.6","4_002","2","0.212645"
"task_0677","4.113","4_029","1","9","task_0720","4.156","4_039","4","0.198981"
"task_0677","4.113","4_029","1","10","task_0718","4.154","4_039","2","0.198775"
"task_0678","4.114","4_029","2","1","task_0684","4.120","4_030","4","0.155632"
"task_0678","4.114","4_029","2","2","task_0682","4.118","4_030","2","0.101328"
"task_0678","4.114","4_029","2","3","task_0697","4.133","4_034","1","0.066636"
"task_0678","4.114","4_029","2","4","task_0603","4.39","4_010","3","0.059853"
"task_0678","4.114","4_029","2","5","task_0669","4.105","4_027","1","0.056186"
"task_0678","4.114","4_029","2","6","task_0699","4.135","4_034","3","0.055349"
"task_0678","4.114","4_029","2","7","task_0700","4.136","4_034","4","0.054806"
"task_0678","4.114","4_029","2","8","task_0585","4.21","4_006","1","0.051764"
"task_0678","4.114","4_029","2","9","task_0671","4.107","4_027","3","0.048223"
"task_0678","4.114","4_029","2","10","task_0698","4.134","4_034","2","0.046642"
"task_0679","4.115","4_029","3","1","task_0681","4.117","4_030","1","0.694336"
"task_0679","4.115","4_029","3","2","task_0677","4.113","4_029","1","0.51347"
"task_0679","4.115","4_029","3","3","task_0683","4.119","4_030","3","0.432698"
"task_0679","4.115","4_029","3","4","task_0718","4.154","4_039","2","0.274586"
"task_0679","4.115","4_029","3","5","task_0720","4.156","4_039","4","0.26687"
"task_0679","4.115","4_029","3","6","task_0717","4.153","4_039","1","0.252097"
"task_0679","4.115","4_029","3","7","task_0667","4.103","4_026","3","0.197879"
"task_0679","4.115","4_029","3","8","task_0610","4.46","4_012","2","0.195712"
"task_0679","4.115","4_029","3","9","task_0645","4.81","4_021","1","0.191009"
"task_0679","4.115","4_029","3","10","task_0685","4.121","4_031","1","0.188116"
"task_0680","4.116","4_029","4","1","task_0684","4.120","4_030","4","0.262251"
"task_0680","4.116","4_029","4","2","task_0679","4.115","4_029","3","0.096082"
"task_0680","4.116","4_029","4","3","task_0718","4.154","4_039","2","0.084721"
"task_0680","4.116","4_029","4","4","task_0584","4.20","4_005","4","0.082836"
"task_0680","4.116","4_029","4","5","task_0582","4.18","4_005","2","0.081877"
"task_0680","4.116","4_029","4","6","task_0589","4.25","4_007","1","0.079436"
"task_0680","4.116","4_029","4","7","task_0681","4.117","4_030","1","0.077205"
"task_0680","4.116","4_029","4","8","task_0720","4.156","4_039","4","0.074259"
"task_0680","4.116","4_029","4","9","task_0717","4.153","4_039","1","0.072551"
"task_0680","4.116","4_029","4","10","task_0267","2.79","2_020","3","0.067959"
"task_0681","4.117","4_030","1","1","task_0679","4.115","4_029","3","0.694336"
"task_0681","4.117","4_030","1","2","task_0677","4.113","4_029","1","0.5463"
"task_0681","4.117","4_030","1","3","task_0683","4.119","4_030","3","0.374522"
"task_0681","4.117","4_030","1","4","task_0720","4.156","4_039","4","0.27357"
"task_0681","4.117","4_030","1","5","task_0718","4.154","4_039","2","0.268748"
"task_0681","4.117","4_030","1","6","task_0717","4.153","4_039","1","0.254096"
"task_0681","4.117","4_030","1","7","task_0645","4.81","4_021","1","0.201882"
"task_0681","4.117","4_030","1","8","task_0667","4.103","4_026","3","0.201423"
"task_0681","4.117","4_030","1","9","task_0685","4.121","4_031","1","0.198472"
"task_0681","4.117","4_030","1","10","task_0695","4.131","4_033","3","0.19746"
"task_0682","4.118","4_030","2","1","task_0678","4.114","4_029","2","0.101328"
